Protein IDs	173.1	173.2	173.3	173.4	173L.1	173L.2	173S.1	173S.2	173S.3	173S.4	178.1	178.2	178.3	178.4	178L.1	178L.2	178S.1	178S.2	178S.3	178S.4	275.1	275.2	275.3	275.4	275L.1	275L.2	275S.1	275S.2	275S.3	275S.4	282.1	282.2	282.3	282.4	288.1	288.2	288.3	288.4	575.1	575.2	575.3	575.4
LdBPK_150005500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7813100	0
LdBPK_150005700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6968400	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_150005800	129460000	201590000	176280000	140490000	139080000	133850000	104880000	106690000	125710000	103100000	144970000	122460000	125320000	151310000	114200000	106380000	134300000	116080000	112790000	138800000	112920000	161070000	130910000	122730000	96365000	128730000	100130000	105240000	145540000	124050000	119140000	124290000	114340000	128530000	198610000	201920000	174300000	223470000	160180000	100440000	133730000	156690000
LdBPK_150006600	130740000	145680000	79909000	157180000	118000000	111500000	67627000	81959000	61526000	93110000	134050000	154610000	132310000	93841000	123650000	144530000	78585000	83829000	0	76384000	143020000	138560000	118190000	143580000	70444000	139780000	65238000	73592000	65053000	74350000	84695000	131310000	87805000	93360000	184660000	190700000	201660000	149040000	127230000	146680000	102670000	113550000
LdBPK_150007000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12888000
LdBPK_150007600	384530000	220030000	503840000	422790000	390650000	407060000	264100000	260740000	262780000	278700000	539200000	288390000	432210000	487990000	463720000	369420000	288250000	210350000	188270000	256000000	327950000	340260000	317640000	304800000	437880000	339790000	232220000	196060000	284330000	236340000	466420000	370430000	451810000	463720000	615280000	580660000	619910000	554780000	432460000	420640000	503710000	386460000
LdBPK_150007700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6999600	0	0	0	0
LdBPK_150007800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_150007900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3038300
LdBPK_150008000	54374000	65545000	60546000	86415000	57931000	76016000	79903000	51169000	109730000	61478000	63713000	53393000	74636000	60806000	59245000	76024000	58145000	30028000	0	58042000	50670000	59488000	63436000	58993000	66867000	59593000	61039000	51223000	68869000	45687000	63692000	62535000	71947000	90361000	34998000	49140000	55038000	57668000	75933000	54790000	81866000	37424000
LdBPK_150008400	0	0	0	0	0	0	48033000	0	0	0	117550000	0	83042000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108810000	0	0	0	0	0	0	93136000	0	89872000	0	0	91700000	0
LdBPK_150009500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_150009700	0	0	0	0	0	0	16182000	0	0	0	14233000	17427000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_150010100	470310000	678900000	383980000	396400000	488520000	430980000	448040000	833980000	642950000	677840000	395230000	472260000	382180000	358930000	345460000	478380000	616080000	1019300000	919490000	1073700000	324190000	313550000	303080000	313000000	281030000	288890000	686770000	1090400000	654440000	690390000	776860000	611660000	926150000	587170000	506590000	506500000	493780000	512990000	297190000	192770000	207410000	265660000
LdBPK_150010500	16402000	23755000	11262000	0	0	18799000	0	0	11091000	25240000	17512000	0	0	0	23668000	31804000	0	0	0	17850000	17117000	19836000	25618000	15359000	26657000	19563000	14803000	0	0	0	23366000	31234000	24484000	0	40559000	0	32487000	26362000	10566000	0	0	21409000
LdBPK_150010700	65846000	90177000	39273000	34227000	36790000	58076000	76092000	168400000	85480000	98536000	58901000	55577000	55119000	57964000	53879000	52079000	126240000	134170000	196710000	226320000	69871000	61210000	49479000	66033000	34067000	64308000	101190000	209220000	93729000	136740000	79312000	46437000	53228000	54373000	44137000	55727000	49899000	53751000	55207000	47924000	33530000	59819000
LdBPK_150011100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15430000	0	0
LdBPK_150011200	0	0	0	0	31634000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22571000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_150011500	0	0	198340000	139670000	272880000	0	101220000	0	0	135860000	176960000	104590000	113090000	158420000	126330000	125210000	97944000	0	116300000	0	162670000	133970000	189320000	180700000	75309000	119740000	147530000	88530000	0	0	141570000	110660000	95579000	0	179070000	127680000	210400000	124620000	125560000	167760000	115340000	125890000
LdBPK_150012200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4768500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_150012300	0	0	6695600	3860600	0	0	5620900	0	4657300	0	0	0	4685000	3407600	3407600	0	3768500	0	0	0	2497500	2404500	2337200	0	0	0	0	0	7706100	0	4516800	3012300	16131000	0	0	0	0	4192900	8822000	0	5271100	0
LdBPK_150012400	78820000	93827000	59702000	56043000	62534000	77906000	46611000	79683000	79139000	65644000	86721000	78416000	75590000	96263000	60888000	69023000	79966000	84298000	103530000	78845000	78724000	82778000	71513000	81737000	63525000	75022000	57267000	80451000	65112000	82182000	66471000	63062000	58035000	50508000	125690000	119170000	119100000	95038000	50068000	62742000	55281000	57405000
LdBPK_150012800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6011900	0	0	0	0
LdBPK_150013600	86636000	57017000	93416000	88062000	66915000	112750000	60613000	129450000	118680000	88650000	91050000	55888000	72716000	81332000	70065000	86367000	99040000	55390000	0	73578000	55672000	105150000	53788000	66189000	60871000	74312000	89465000	0	107270000	111760000	72599000	60471000	88707000	87693000	105420000	117710000	107260000	94452000	89502000	75107000	91149000	97864000
LdBPK_150014000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1534600	0
LdBPK_150014100	0	0	29945000	34007000	19385000	25882000	0	43498000	48024000	19677000	30317000	29329000	23811000	0	19327000	0	36150000	0	0	13519000	28534000	32348000	0	41703000	19487000	21252000	0	0	34986000	21657000	31452000	26478000	29302000	0	0	35762000	0	21760000	24480000	28903000	28433000	34738000
LdBPK_150014300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4365100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8120200	0	0	0	0	0	0	0	0	0	0	0
LdBPK_150015100	0	0	0	0	0	364170000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_150015500	16970000	19799000	39382000	21099000	10525000	16885000	29630000	26381000	16017000	23917000	0	32084000	16966000	13412000	18522000	22094000	36616000	41959000	30738000	48063000	20959000	19185000	22747000	19441000	21488000	18112000	32364000	42321000	48662000	52191000	27798000	22435000	24474000	14855000	24255000	35174000	29711000	32838000	31525000	0	19039000	24286000
LdBPK_150015900	23865000	29938000	32775000	28097000	32630000	38279000	30285000	0	24541000	30444000	44265000	57485000	29107000	30440000	26948000	24380000	39289000	58488000	55476000	46991000	24234000	29277000	38565000	26316000	21735000	33393000	42274000	26248000	19007000	40818000	34521000	27089000	31402000	38458000	57764000	53716000	56662000	44511000	30788000	36697000	33811000	0
LdBPK_150016100	62213000	73755000	75829000	95786000	99267000	106840000	111200000	72920000	149890000	120580000	59467000	99877000	69460000	65961000	79580000	68937000	106290000	103950000	117510000	103850000	109980000	85339000	91052000	112820000	63908000	104190000	95830000	231630000	109990000	60757000	89324000	85333000	64761000	83533000	93926000	65515000	63144000	78419000	59516000	65014000	102260000	113840000
LdBPK_150016300	840680000	1018200000	797840000	799500000	874440000	844110000	454740000	580500000	593260000	599030000	1032800000	1110400000	1085800000	1147600000	1089400000	1107100000	755520000	654430000	850210000	728410000	746210000	898660000	850740000	935380000	807480000	874270000	553020000	608350000	688540000	818600000	1084300000	944200000	1046000000	1149900000	1317700000	1388100000	1393300000	1402700000	1035900000	1103500000	1121600000	1030300000
LdBPK_150016400	9468600	10994000	7331700	9994800	15731000	6601300	0	0	0	4825300	6670300	19898000	0	0	9940300	0	0	0	0	0	23549000	17254000	24037000	11584000	10200000	22681000	7298400	10900000	0	0	8975300	25677000	0	7538600	12023000	0	0	9711800	7628000	9081600	6105600	9712900
LdBPK_150017000	1855900000	1597200000	2875400000	2153800000	1587100000	2029900000	3731400000	2221000000	2782900000	2341100000	2111200000	2136200000	2025200000	2779300000	2203900000	1815000000	3933300000	2013400000	2209300000	2572400000	2620500000	2393400000	2033200000	2405200000	2458300000	2098900000	3011600000	1850300000	4283100000	2653700000	2601700000	1775700000	2936900000	2671300000	3067500000	2963100000	2867300000	3362700000	2138100000	1923100000	2474100000	1919200000
LdBPK_150017100	0	0	0	0	0	0	0	23628000	0	0	18133000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24711000	0	0	0	0
LdBPK_150017300	123710000	61307000	80781000	116790000	153010000	93550000	123420000	140890000	91390000	159010000	142300000	138310000	156430000	132550000	103950000	135140000	108790000	115530000	76656000	153700000	135730000	119480000	135080000	115180000	152440000	165270000	154790000	107550000	109910000	104710000	153750000	164080000	141190000	113970000	168040000	151990000	136280000	146110000	116080000	108990000	110200000	133000000
LdBPK_150017500	904160000	1660100000	716420000	597260000	894130000	1035000000	530360000	603090000	545440000	688970000	997600000	1466400000	923280000	771400000	934980000	1268500000	598290000	684210000	528430000	601040000	1543500000	1028500000	1133500000	1135700000	896750000	956570000	552000000	459140000	452630000	481250000	846850000	920820000	564900000	974060000	1099800000	1020000000	1098000000	1103700000	689640000	891020000	750580000	1151700000
LdBPK_150017600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_150017700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_150017800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5391000	0	9871300	0	0	0	0	0	0	0	0	0
LdBPK_150018100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7433500	0	0	0	0	0	0	0	0	0	0
LdBPK_150018500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11675000	0	0	0	0	0	0	0	0
LdBPK_150018600	0	0	0	0	0	0	0	0	0	0	0	0	79828000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_150018700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4730000	0	0	0	0
LdBPK_150018800	51132000	0	40610000	30014000	35965000	65452000	43328000	111570000	31993000	29762000	82037000	39151000	53684000	31447000	50021000	52299000	46143000	150680000	0	0	44404000	61262000	62897000	54521000	61763000	44983000	62691000	0	64086000	57610000	35684000	27551000	54564000	32227000	67699000	60323000	48553000	51435000	46284000	38328000	45043000	0
LdBPK_150018900	0	0	9618400	0	20185000	0	21724000	33175000	15893000	23368000	0	0	11655000	13368000	12889000	0	32170000	32668000	41851000	37715000	26226000	14560000	0	0	16958000	32780000	23126000	34973000	15609000	38774000	0	18474000	14688000	0	0	0	12889000	0	10636000	0	8208300	10527000
LdBPK_150019300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	899510
LdBPK_150019700	374820000	383240000	442280000	275970000	385960000	425350000	271140000	315820000	387770000	371750000	401090000	431410000	376570000	344180000	338060000	364910000	303860000	269180000	322280000	360540000	388500000	387730000	376750000	336020000	339030000	366140000	285820000	255440000	230610000	276120000	279510000	276940000	290020000	279220000	331310000	395700000	383040000	361920000	389700000	385800000	364080000	435410000
LdBPK_150019900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14805000	0	0	0	0	0	0
LdBPK_150020200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2994200
LdBPK_150020300	48830000	83613000	124910000	86406000	61956000	63542000	56030000	40829000	78085000	47617000	65876000	67964000	77571000	116750000	91790000	64732000	63181000	73610000	64688000	51608000	42024000	64526000	57194000	62138000	58744000	33075000	44047000	36396000	69537000	46416000	91798000	49746000	87443000	84164000	71948000	61201000	113720000	108750000	119680000	66345000	100340000	45633000
LdBPK_150020400	128340000	145430000	111470000	125830000	123470000	122100000	88264000	139060000	108640000	124010000	181520000	138900000	161080000	134860000	136940000	131400000	106230000	143280000	105200000	115300000	99202000	123920000	154830000	123110000	116390000	161230000	121430000	57610000	127450000	146120000	134010000	119060000	130690000	157440000	228850000	235630000	203270000	201020000	113780000	177850000	154440000	147820000
LdBPK_150020500	0	0	0	0	0	0	8636500	0	0	0	9625400	0	11060000	0	0	0	0	0	0	0	0	0	8656900	0	0	0	0	0	11904000	0	12156000	7587700	0	10898000	0	11319000	11041000	10851000	0	0	0	0
LdBPK_150020700	271270000	134570000	166000000	155230000	277520000	154130000	117820000	296020000	167950000	203830000	222060000	119800000	193260000	189790000	123560000	205690000	139550000	114310000	95208000	125730000	223530000	153890000	157140000	125780000	276690000	250500000	152530000	88105000	158830000	199820000	134030000	234290000	143630000	158530000	274140000	340100000	234810000	297350000	151330000	157230000	147720000	141900000
LdBPK_150020800	52946000	41930000	33913000	28560000	43109000	42907000	91100000	184140000	70504000	77224000	48873000	58037000	41924000	42992000	63858000	47931000	157610000	142850000	137630000	130930000	41699000	44255000	47556000	44996000	60234000	56246000	154880000	75653000	109230000	135490000	37779000	46367000	46544000	58678000	53492000	72509000	39924000	48301000	40640000	32291000	38583000	58709000
LdBPK_150020900	0	0	0	0	0	0	26522000	0	0	0	0	0	0	0	19697000	0	89602000	0	0	28298000	0	0	22445000	23330000	0	17799000	32028000	0	0	30633000	21951000	0	0	0	0	0	0	23254000	0	0	0	0
LdBPK_150021500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_160005000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1488800
LdBPK_160005200	11660000	11119000	16506000	12255000	15638000	14490000	26583000	18404000	0	15479000	10131000	0	9987400	11239000	10508000	7539700	17781000	16742000	0	14482000	12931000	0	16184000	14428000	8862900	11797000	13618000	15936000	20051000	12397000	9850200	13216000	10435000	11509000	10157000	11279000	0	11089000	0	0	7132700	10995000
LdBPK_160005300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_160005600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3115200	0	0	0	0	0	0	0
LdBPK_160005800	35425000	47750000	42261000	38942000	46289000	54574000	27855000	42087000	26416000	26855000	47049000	34549000	40378000	43095000	32235000	28582000	0	0	0	19461000	28873000	41437000	41516000	38847000	42865000	49264000	0	0	26364000	0	41608000	35302000	46573000	50698000	42711000	40772000	40522000	37128000	37138000	42841000	35625000	51695000
LdBPK_160006100	0	0	5323800	0	0	0	0	0	4949400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4379400	0	0	0	0	0	7768400	5943500	9566100	9291300	0	0	5531600	0	4664600	0	11238000	0
LdBPK_160006400	130320000	182190000	191760000	150570000	108740000	182320000	54084000	39500000	62837000	60620000	170540000	122150000	161300000	146560000	126630000	105260000	84760000	72703000	50867000	83690000	133360000	134630000	145880000	154080000	124600000	111320000	53266000	93556000	74150000	50592000	148490000	138550000	153580000	126310000	129910000	115010000	98601000	112170000	144970000	119360000	188620000	161180000
LdBPK_160006600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_160007300	278330000	186870000	243730000	220600000	252530000	279210000	209090000	243100000	162580000	151110000	262230000	212490000	184780000	186560000	237640000	207450000	144390000	157740000	168240000	206980000	256110000	280840000	233910000	249900000	252420000	282310000	156470000	191670000	297780000	181080000	286890000	250730000	255280000	321050000	181510000	167070000	176850000	143750000	214990000	282830000	311760000	294690000
LdBPK_160007400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18332000	0	0	0	0	0
LdBPK_160007500	21357000	0	34640000	19699000	22423000	18600000	22848000	0	0	23502000	11846000	0	0	0	14748000	10313000	24152000	0	0	0	9660200	14560000	26102000	20018000	10725000	18063000	0	0	0	0	0	18138000	0	0	14504000	16831000	0	14593000	0	0	0	0
LdBPK_160007600	0	0	0	0	0	0	15711000	0	26540000	0	0	0	0	0	0	0	17566000	0	0	0	20926000	0	0	24127000	20755000	0	0	0	19900000	0	0	23799000	23141000	0	0	0	0	0	0	0	0	0
LdBPK_160007900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9900600	0	0	0	0	0	0	0	0	0	0
LdBPK_160008100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6840300	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_160008900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2554200	0	0	0	0	0	0	0	0
LdBPK_160010200	296190000	347560000	362640000	387920000	288900000	334600000	290580000	328820000	394410000	319520000	325980000	244510000	293360000	321000000	291620000	266230000	343410000	265770000	409620000	340050000	293990000	294150000	260690000	296820000	256010000	255520000	292770000	405370000	312530000	360450000	336290000	252440000	264840000	311520000	291560000	277330000	307490000	306600000	275960000	266720000	327070000	305570000
LdBPK_160010300	0	0	0	0	0	0	32011000	0	0	0	0	39541000	0	0	10875000	31547000	0	0	0	0	45385000	0	0	0	46496000	29341000	19281000	0	0	0	0	93439000	0	0	0	0	0	0	0	0	0	0
LdBPK_160010400	236310000	150000000	263520000	239610000	214370000	199010000	184100000	95717000	183760000	180750000	199850000	164880000	146340000	222020000	241370000	204880000	124820000	61906000	93044000	151250000	204640000	225730000	244560000	218090000	248940000	215090000	144150000	157380000	135980000	120890000	232520000	245130000	257220000	263810000	159580000	123940000	148720000	170420000	218220000	216970000	249390000	219160000
LdBPK_160010500	580980000	590870000	740820000	557080000	641600000	581070000	586780000	671230000	671720000	701320000	431770000	410050000	518210000	489200000	427540000	419250000	407650000	362690000	453950000	442590000	538300000	623080000	563110000	652990000	610200000	576850000	485510000	1014400000	655300000	673810000	618540000	477300000	611040000	661200000	428500000	386790000	432800000	509930000	531180000	555600000	583500000	474940000
LdBPK_160010900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16937000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11855000	0
LdBPK_160011000	214650000	248270000	208380000	264320000	215430000	216320000	145060000	113140000	178580000	180350000	229790000	172620000	212020000	191470000	155830000	145390000	147330000	113930000	87479000	74815000	166830000	219540000	219460000	217930000	148510000	239220000	126940000	86989000	112690000	150240000	252920000	224400000	232930000	263010000	171830000	165130000	158640000	157470000	201780000	243440000	217650000	236600000
LdBPK_160012000	35613000	45178000	28139000	28629000	30843000	32861000	37945000	46916000	58536000	38281000	44900000	15812000	26465000	26921000	0	31406000	32047000	32151000	28125000	24070000	33173000	33534000	34418000	36670000	39754000	38156000	39897000	33206000	39701000	45770000	31907000	39601000	32736000	41606000	25594000	30909000	30562000	28832000	23127000	34289000	26863000	31493000
LdBPK_160012100	22409000	0	0	20896000	0	0	0	23154000	0	0	0	0	0	0	0	16636000	0	0	0	0	19508000	21138000	20235000	20264000	28353000	0	0	0	0	0	0	20916000	20696000	0	0	0	0	0	0	21748000	0	0
LdBPK_160012500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6007300	0	0	0	0	0	0	0	0	0	0
LdBPK_160012800	611220000	291770000	706820000	606230000	592790000	616660000	425970000	413570000	675610000	533860000	493130000	232060000	426990000	550460000	448770000	328400000	406720000	190050000	130540000	316820000	368430000	582240000	483690000	508400000	646230000	578260000	580520000	199930000	573080000	527980000	738730000	707910000	789330000	706980000	386940000	369430000	514540000	445210000	674960000	565450000	566020000	450060000
LdBPK_160013100	0	0	0	0	0	0	0	25306000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15890000	0	0	11419000	0	0	0	0	0	0	0	0	0	0	0
LdBPK_160013600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_160014100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_160014500	0	0	0	0	0	0	11632000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9767300	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_160014600	0	32996000	42232000	33393000	26541000	45416000	77231000	56098000	62218000	29294000	26012000	23184000	26997000	39057000	36109000	33645000	39192000	71457000	96852000	80255000	59144000	47816000	40516000	47706000	42438000	20065000	63042000	99673000	89112000	60582000	52534000	34036000	69055000	43382000	0	47305000	25673000	46873000	59143000	38269000	36489000	33526000
LdBPK_160014700	251080000	157550000	385320000	290060000	282890000	316860000	341020000	410680000	439100000	419070000	215660000	212860000	300060000	275430000	265590000	177900000	332390000	170700000	199350000	344110000	283980000	349760000	309600000	382620000	389850000	377180000	525120000	262200000	587140000	527060000	335730000	271710000	369640000	325390000	182060000	264460000	227380000	210140000	268810000	257390000	325020000	295510000
LdBPK_160014800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11467000	0	0	0	0	0	0	0	0	0	0
LdBPK_160014900	0	0	0	0	0	22984000	34549000	0	24357000	33736000	0	26796000	0	0	0	0	0	0	0	0	28175000	0	30185000	0	11553000	0	22870000	0	0	0	0	19443000	0	0	0	0	0	0	0	0	0	0
LdBPK_160015000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4366300
LdBPK_160015900	0	0	0	19248000	30823000	22096000	0	33592000	0	35373000	0	36154000	34662000	0	19815000	21267000	0	0	0	0	46509000	50432000	50870000	37771000	42368000	68495000	64813000	0	36670000	65968000	25075000	35164000	46637000	54690000	0	0	0	0	42221000	0	32803000	35564000
LdBPK_160016000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10202000	0
LdBPK_160016600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_160016800	115040000	270370000	151110000	101010000	139040000	186420000	97041000	82395000	96025000	106660000	157040000	163270000	104420000	93872000	104840000	115350000	102020000	153770000	189200000	154700000	155510000	145510000	142290000	172610000	104810000	99306000	85353000	213060000	66535000	86729000	156310000	109500000	116890000	90802000	108640000	101370000	97584000	74619000	122670000	144210000	120400000	210680000
LdBPK_160017000	0	0	14097000	0	0	13053000	12141000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12267000	0	0	0	0	0	0	0	0	0	12408000	0	0	0	0	0	0	0	0	0
LdBPK_160017500	59548000	26234000	68188000	42655000	83913000	62374000	60534000	93314000	67267000	59377000	81605000	44394000	77649000	89182000	59345000	44475000	58102000	0	0	69951000	90004000	62895000	67536000	56004000	71136000	73677000	59207000	16553000	30363000	57661000	56623000	98378000	59518000	85042000	70290000	45712000	60479000	66288000	64100000	88476000	69332000	51350000
LdBPK_160017600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5778300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_160017700	0	0	0	0	0	0	16433000	28206000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_160018000	0	0	16632000	9618400	13140000	0	0	0	13095000	0	0	0	0	11487000	0	0	0	0	0	0	0	0	0	5507500	0	0	0	0	0	0	0	11767000	0	0	0	0	0	0	11725000	0	0	0
LdBPK_160018200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10394000	0
LdBPK_160019100	261630000	0	0	0	0	0	41520000	0	0	0	83664000	89818000	0	0	0	0	0	0	0	0	80427000	0	0	0	0	0	0	144670000	0	0	0	0	0	0	0	0	0	328460000	0	0	0	0
LdBPK_160019200	13400000	0	0	0	14471000	12560000	0	12596000	0	0	12804000	0	0	0	14532000	0	0	0	0	0	0	11478000	0	16591000	13217000	9572100	0	12877000	0	0	0	14466000	0	0	0	0	0	0	13244000	0	14169000	0
LdBPK_160019300	0	0	16588000	15454000	22878000	27210000	17487000	43321000	34124000	38262000	12517000	0	0	17931000	0	0	37549000	0	0	38486000	31745000	0	0	29516000	22899000	0	29119000	0	39040000	59143000	0	22056000	0	20837000	0	0	9407600	0	0	17225000	16611000	0
LdBPK_160019400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13001000	0	0	0	0	18703000	0	0	0	14258000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_160019500	34212000	0	25052000	43249000	26737000	27613000	68555000	61305000	51838000	38172000	21633000	0	32212000	24269000	22768000	25984000	37312000	0	0	61043000	31818000	33357000	37594000	35340000	42022000	51032000	148990000	0	49918000	79017000	34489000	34679000	25634000	30491000	28255000	0	29429000	15281000	24058000	26419000	25849000	29717000
