Protein IDs	173.1	173.2	173.3	173.4	173L.1	173L.2	173S.1	173S.2	173S.3	173S.4	178.1	178.2	178.3	178.4	178L.1	178L.2	178S.1	178S.2	178S.3	178S.4	275.1	275.2	275.3	275.4	275L.1	275L.2	275S.1	275S.2	275S.3	275S.4	282.1	282.2	282.3	282.4	288.1	288.2	288.3	288.4	575.1	575.2	575.3	575.4
LdBPK_320045500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2776800	0	0	0	0	0	0	0	0	0	0
LdBPK_320045700	132990000	140010000	126890000	137660000	147320000	137120000	164740000	183580000	205900000	147270000	140180000	101980000	146940000	138160000	106130000	75517000	190760000	178670000	156020000	198860000	98036000	153550000	139690000	163430000	127540000	136120000	214760000	209980000	223650000	226210000	167260000	99774000	179280000	150700000	139820000	146180000	126450000	126590000	163740000	126150000	107530000	84495000
LdBPK_320046800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7244100	0	0	0	0	0	0	0	0	0	0
LdBPK_330005000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_330005400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1512600	0	0	0	0	0	0	0
LdBPK_330005500	11862000	0	6413600	0	9332100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13263000	14721000	12414000	11233000	10396000	9415300	0	0	0	0	0	9086200	0	0	0	0	10515000	7489800	0	0	0	0
LdBPK_330006000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_330006300	0	0	7374300	0	0	0	11976000	0	0	0	0	0	0	7500500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8396600	6828300	0	0	0	0	8836400	0	7569200	0
LdBPK_330007000	0	0	16008000	0	0	0	13017000	0	0	0	0	0	0	15542000	14295000	0	0	0	0	0	0	15908000	14662000	11032000	0	13888000	13617000	42270000	0	0	0	8489900	0	0	0	0	0	0	0	0	0	0
LdBPK_330007100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14821000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_330007200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11221000	0	0	0	0	0	0	0	0	0	0
LdBPK_330007300	0	0	0	0	0	0	0	0	0	3917700	0	0	0	0	0	0	0	0	0	0	2935000	2809300	0	4014900	2237900	3816500	4424600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_330007500	391440000	374570000	333330000	378470000	364230000	397240000	326820000	256990000	271850000	286400000	252850000	243580000	197630000	218100000	259560000	226880000	211840000	130590000	230790000	166940000	408430000	377810000	303130000	301710000	398720000	348290000	299090000	311290000	306810000	260690000	339240000	267820000	292370000	289180000	269290000	212830000	347040000	309540000	203090000	297820000	280900000	316890000
LdBPK_330007700	56903000	57569000	53317000	45854000	49402000	80767000	46784000	99185000	48993000	54319000	38403000	32032000	27452000	44618000	52517000	37883000	45136000	21984000	0	47943000	64390000	67388000	48824000	73860000	49913000	53381000	40073000	95032000	48771000	77441000	69634000	36777000	35387000	60992000	0	48150000	48198000	50327000	48639000	28844000	34019000	33657000
LdBPK_330007800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6692500
LdBPK_330008000	0	0	0	0	0	0	9530800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24522000	0	30595000	28842000	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_330008100	0	0	12607000	0	17876000	0	0	17601000	0	0	18954000	0	0	0	0	0	0	0	0	0	22443000	24734000	27073000	0	10378000	24799000	0	0	17319000	0	0	21908000	15181000	0	18934000	16159000	0	19210000	0	0	0	0
LdBPK_330008600	202090000	139440000	243760000	205640000	201100000	205440000	146520000	199960000	182640000	146240000	156960000	165660000	178000000	153080000	148210000	151160000	133830000	135920000	185240000	167710000	178450000	206330000	217350000	252560000	176260000	189440000	113320000	179770000	212500000	138420000	159970000	137250000	184010000	195080000	228650000	244990000	243370000	272540000	170550000	135330000	179360000	175970000
LdBPK_330009100	8377400000	8448900000	9565800000	9058700000	8653000000	10737000000	5754900000	5123500000	5780600000	5796800000	7537400000	9658000000	7754300000	10721000000	8962300000	8596900000	5796600000	4755200000	4210000000	6054200000	11386000000	11492000000	10809000000	11045000000	9220200000	9040900000	7011900000	6842300000	7818000000	5175700000	7661500000	6885500000	7041500000	8699600000	8966100000	8996400000	9270300000	9553400000	8055800000	7625600000	9782600000	10166000000
LdBPK_330011000	22946000	17851000	9765200	23228000	64968000	9772100	19647000	19504000	23465000	22959000	19192000	26453000	25874000	14996000	23469000	19636000	22295000	17196000	17653000	17841000	30715000	39476000	44886000	33195000	31003000	50802000	35923000	23662000	38546000	34563000	20525000	25019000	18186000	19341000	39989000	27052000	25259000	19008000	8306200	17379000	15869000	13628000
LdBPK_330011400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7117100	0
LdBPK_330011500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7423000	0
LdBPK_330011600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	867980	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_330011700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2840900	0	0	0	0
LdBPK_330012000	0	0	0	14726000	14287000	6276700	0	0	13865000	0	0	9567600	14209000	15632000	10848000	0	0	7515200	0	0	0	0	11800000	0	11663000	0	12993000	0	10548000	15327000	0	0	14618000	18525000	0	21406000	0	0	8773500	0	0	0
LdBPK_330012200	0	0	0	0	0	0	54496000	42416000	28218000	24337000	0	0	0	0	0	0	0	0	45869000	58044000	0	0	0	57501000	0	0	94131000	0	168440000	66687000	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_330012600	25782000	31569000	31158000	20480000	14859000	20128000	0	52283000	23705000	20028000	0	19731000	16846000	11556000	9505800	13724000	24898000	33552000	49293000	41835000	17542000	28205000	22346000	30170000	10630000	18211000	32807000	0	53022000	36781000	6525900	15097000	22357000	0	33877000	23414000	12114000	20255000	31865000	14991000	20597000	18783000
LdBPK_330012900	24703000	0	0	23132000	26727000	0	26677000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33534000	23704000	0	0	0	0	0	18016000	0	0	0	0	0	29524000	0	0	0	0
LdBPK_330013200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16959000	33540000	0	0	0	0	0	0	0	0	0	32811000	0	19042000	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_330013500	270340000	375240000	304210000	249980000	252000000	301640000	639150000	616150000	430050000	341240000	204600000	384670000	250260000	226430000	288580000	308290000	417830000	584430000	731580000	648200000	590900000	328950000	290980000	349500000	357240000	309620000	470870000	1335700000	486400000	494470000	283360000	227790000	296600000	197410000	285370000	311850000	276670000	262830000	240720000	188570000	317100000	289270000
LdBPK_330013600	0	27275000	29692000	0	22780000	0	0	0	27894000	26140000	0	21125000	0	0	0	0	27883000	36722000	31071000	28364000	0	0	30594000	0	0	0	0	30334000	0	0	0	22580000	25001000	0	0	0	0	20027000	0	0	0	14939000
LdBPK_330013900	0	54953000	38677000	42467000	0	36202000	40336000	34907000	59308000	28223000	39407000	39325000	31721000	27905000	28589000	40087000	32290000	38463000	49212000	46973000	53716000	44067000	41822000	72458000	38683000	40324000	32526000	165130000	61368000	56189000	32058000	24985000	31576000	0	37722000	0	30171000	34004000	21877000	39286000	33430000	23111000
LdBPK_330014200	73851000	0	94757000	66450000	67813000	56327000	136640000	0	162350000	98012000	66327000	45851000	63381000	91491000	56542000	43228000	107140000	0	0	0	107370000	91376000	65363000	105810000	0	94030000	134720000	0	120880000	124500000	87280000	53211000	91988000	85264000	69653000	134520000	66258000	81598000	84046000	0	72072000	0
LdBPK_330014300	8151900	0	0	9087400	0	0	8310400	0	0	0	6129300	0	0	0	8756200	0	5500200	0	0	0	0	0	6458200	0	8777200	0	0	0	0	0	0	0	0	0	0	0	0	0	7694400	0	8989700	0
LdBPK_330014400	0	0	0	0	20279000	19330000	0	0	0	0	27043000	0	19361000	0	0	14692000	0	0	0	0	20740000	18764000	15895000	17937000	24396000	25182000	0	0	0	0	0	17009000	0	0	26559000	0	0	0	0	0	0	11931000
LdBPK_330014700	0	0	0	0	0	4503300	0	0	0	0	0	0	0	0	0	3299200	4040100	0	0	0	5550300	5361200	0	0	3866300	4885900	5158600	0	0	4813600	0	0	0	0	0	0	0	0	0	0	0	3779400
LdBPK_330015100	75769000	99355000	74149000	90277000	86950000	73262000	57732000	60342000	56270000	72209000	66217000	53624000	52707000	53771000	56419000	49884000	45396000	64209000	39076000	64198000	100320000	77616000	89278000	93106000	90084000	84268000	64588000	192570000	39943000	74589000	66912000	73129000	59181000	62531000	86757000	95930000	83366000	96777000	59013000	60145000	47507000	61297000
LdBPK_330015300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92117000	0	0	0	0	0	0	0	0	0
LdBPK_330016000	57063000	46227000	52588000	39361000	45600000	44439000	98691000	54481000	74554000	71339000	32749000	37402000	33588000	43144000	36102000	23793000	62625000	29008000	57311000	40879000	55112000	41954000	50609000	35907000	51525000	39971000	75996000	0	58477000	62262000	46882000	25072000	0	47003000	38940000	38473000	43819000	33246000	32245000	41197000	33746000	40103000
LdBPK_330016400	0	17540000	0	8686400	9043500	5815700	12166000	0	0	0	8699900	0	0	0	0	0	0	0	0	0	13698000	0	16703000	15198000	9270300	14991000	0	0	6080400	0	0	0	0	0	12130000	13560000	0	11195000	0	0	3857300	5771100
LdBPK_330016700	25372000	0	0	0	17290000	0	28934000	0	0	18198000	0	0	0	0	0	15426000	16079000	0	0	0	25953000	17673000	0	18224000	11033000	18331000	18447000	71399000	0	0	19822000	12910000	0	0	0	0	0	0	0	0	0	0
LdBPK_330016800	75175000	61215000	102960000	76677000	42016000	81064000	56617000	55446000	73569000	51313000	45551000	33253000	31934000	46483000	49327000	45706000	27661000	24025000	0	27066000	70669000	76774000	76155000	91022000	69242000	64053000	55943000	50301000	73438000	80722000	43137000	25556000	49646000	46086000	52147000	43751000	51602000	55050000	94392000	71802000	79366000	77360000
LdBPK_330017400	22039000	0	0	28263000	20917000	0	0	0	16105000	21864000	0	0	0	0	16205000	0	0	0	0	0	0	26690000	33960000	29752000	29267000	28749000	0	0	18618000	0	0	23031000	0	0	0	32539000	0	0	0	0	0	0
LdBPK_330017500	0	0	0	0	18105000	0	0	0	0	16760000	0	22000000	0	0	0	0	0	0	0	0	17387000	21378000	0	0	21339000	17752000	0	0	0	0	0	15614000	0	0	0	0	0	0	0	0	0	0
LdBPK_330017600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1102300
LdBPK_330017700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13940000
LdBPK_330018200	40549000	78246000	43627000	80724000	47565000	17706000	80565000	39553000	113060000	74045000	6714900	20903000	51507000	28702000	51096000	28972000	39585000	73741000	17548000	43355000	36468000	41057000	91014000	101550000	43165000	10659000	88569000	71436000	222450000	104880000	46368000	28344000	66777000	32205000	53234000	55842000	44302000	75425000	57091000	44402000	36104000	17615000
LdBPK_330018300	0	0	8800900	0	0	21655000	0	0	0	0	0	0	0	15524000	0	20797000	11807000	13768000	0	0	33761000	20482000	33751000	38187000	0	0	0	38461000	0	0	10579000	0	0	15448000	0	21414000	0	18229000	0	0	0	0
LdBPK_330018400	17945000	21335000	16381000	23465000	28597000	0	40400000	29676000	27526000	20554000	15271000	0	0	19043000	0	13068000	22424000	26819000	0	30378000	13245000	19008000	21948000	0	26132000	22632000	26415000	47820000	56658000	27029000	0	16267000	27015000	19171000	15578000	20000000	26854000	21731000	16871000	17861000	21311000	0
LdBPK_330018600	149630000	198910000	141680000	164830000	184980000	268910000	216500000	320420000	259330000	312440000	141890000	274310000	154880000	170840000	200120000	167850000	254130000	262480000	250870000	362060000	134820000	183210000	175720000	170660000	137570000	153110000	181840000	190450000	171760000	166820000	180300000	192930000	110480000	121770000	192240000	194930000	172970000	206410000	135770000	180150000	239060000	244390000
LdBPK_330018800	34043000	0	27086000	41318000	33147000	0	41419000	32185000	41433000	28514000	21464000	15234000	0	0	0	31419000	33048000	0	0	24849000	61949000	30800000	0	0	88586000	39705000	48773000	0	33747000	0	41226000	38944000	30139000	0	31334000	27888000	45029000	37498000	0	22117000	29302000	0
LdBPK_330019000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	797680	0	0	0	0	0	0	0	0	0	0
LdBPK_330019400	0	0	0	0	0	0	0	0	0	0	0	7404900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4703000	0	0	0	0	0	0	0	0	0	0
LdBPK_330019500	249580000	391320000	243500000	285320000	236150000	315170000	148050000	147150000	151130000	157130000	184450000	215930000	209990000	230220000	206650000	177370000	108020000	146090000	235460000	162810000	254430000	259760000	287470000	301510000	274120000	291600000	223140000	514590000	120060000	164710000	225030000	174480000	168680000	210220000	237730000	243930000	257090000	242910000	168150000	251590000	167520000	266130000
LdBPK_330019700	0	0	0	0	0	0	7517900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_330019900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1130900	0	0	0	0
LdBPK_330020000	0	22901000	30934000	0	23374000	0	30295000	0	23597000	25205000	0	13331000	24017000	20517000	0	0	23694000	0	0	0	23205000	0	23219000	26906000	26120000	28495000	0	0	28007000	0	0	21498000	29993000	0	0	0	0	33251000	0	28406000	0	0
LdBPK_330020600	19019000	38451000	23735000	18737000	17376000	24869000	0	0	21600000	18963000	17469000	15445000	17720000	0	16291000	16560000	20283000	0	0	0	24569000	29501000	30684000	33157000	18510000	23258000	25179000	38360000	0	24951000	14399000	19721000	17268000	17232000	21186000	30008000	29893000	25653000	0	18915000	0	0
LdBPK_330020900	49415000	65204000	33867000	0	0	41374000	22748000	0	0	0	0	28763000	0	0	0	43285000	0	0	0	34400000	38102000	0	28989000	35933000	28453000	0	0	88658000	0	26188000	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_330021700	32473000	27114000	37805000	39897000	35701000	32712000	38839000	57108000	39819000	44511000	32933000	22634000	44322000	27508000	30133000	28766000	37676000	48657000	50056000	38741000	41922000	46121000	44438000	34984000	32941000	45147000	57250000	32109000	61444000	75002000	20299000	22397000	23792000	19601000	28865000	40853000	38180000	31759000	22714000	26674000	39904000	22745000
LdBPK_330022000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11536000	0	0	0	0	0	0	0	0	16163000	0	0	0	0	0	9723700	15203000	0	0	0	0	7681000	0	0	0	0	0
LdBPK_330022400	38428000	27563000	42420000	31002000	31341000	22840000	22184000	32531000	32046000	33510000	0	34381000	0	30342000	35367000	32005000	0	0	0	23462000	41586000	35752000	36639000	43168000	40020000	43639000	43817000	177120000	48306000	36837000	0	20957000	19190000	27022000	27175000	32142000	30321000	34852000	22716000	0	28962000	0
LdBPK_330022500	225220000	238130000	225020000	221930000	233160000	273110000	226960000	254130000	207790000	205620000	182220000	191060000	164550000	162910000	147070000	143060000	171680000	179840000	131370000	238440000	298410000	299560000	300920000	265530000	239770000	283820000	263120000	284070000	275640000	253380000	193160000	138050000	172420000	177490000	213920000	204200000	226810000	182160000	132490000	149840000	174930000	183580000
LdBPK_330022600	0	0	0	15123000	16651000	0	0	0	16255000	22948000	0	0	0	0	14631000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21507000	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_330022800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3334500	0	0	0	0	0
LdBPK_330023300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185620	0	0	0
LdBPK_330023600	17701000	20060000	0	23218000	21701000	0	0	0	32740000	15591000	0	0	0	0	0	0	0	15376000	0	0	29748000	0	23280000	26482000	18164000	0	0	0	0	21415000	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_330023900	75112000	0	0	47972000	62794000	35087000	63270000	0	28864000	37555000	0	0	0	0	0	0	20689000	0	0	0	36797000	53820000	0	0	0	55630000	52618000	0	0	0	0	35540000	0	44061000	0	0	0	43341000	0	0	36225000	0
LdBPK_330024100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2468800
LdBPK_330024300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12324000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_330024400	46029000	0	29254000	53773000	40352000	52649000	25979000	38698000	43232000	60763000	0	0	0	40748000	33894000	0	46633000	0	0	51316000	66440000	46237000	49665000	0	55618000	58287000	47805000	63098000	34166000	57177000	33582000	32116000	26319000	34055000	38903000	51453000	0	45352000	23911000	46207000	15365000	0
LdBPK_330024700	250570000	83580000	290090000	278920000	333070000	250420000	249250000	303240000	358320000	350060000	177240000	78771000	170550000	196570000	168140000	119260000	216280000	73555000	83102000	161570000	243880000	392380000	377950000	339490000	358750000	340370000	351810000	111740000	398210000	529890000	336160000	220140000	243780000	288900000	291900000	281970000	370110000	327080000	124220000	161090000	124040000	147290000
LdBPK_330024900	235350000	238100000	98205000	194270000	191170000	210740000	166540000	235800000	150080000	171080000	145800000	137570000	189220000	154210000	112980000	153070000	122410000	130920000	144180000	163980000	234950000	199770000	260860000	211690000	196820000	245670000	205730000	140330000	190570000	229720000	136440000	144720000	143410000	144480000	204080000	204250000	221010000	146130000	110440000	139350000	96082000	135280000
LdBPK_330025000	22655000	0	22998000	25884000	29248000	29462000	35893000	0	40643000	37198000	47204000	31690000	26438000	26568000	19312000	39582000	0	0	0	0	54297000	54683000	105080000	43409000	58359000	90862000	27139000	92084000	36157000	26904000	24831000	55496000	19286000	32036000	0	28701000	57028000	33434000	19983000	26019000	0	18476000
LdBPK_330025100	535100000	252360000	559860000	487040000	434710000	512330000	329620000	329760000	364880000	389420000	373270000	304800000	321380000	497160000	447210000	474970000	339820000	211750000	226350000	265040000	599930000	684730000	579570000	669550000	650740000	472790000	390840000	1001200000	506560000	396390000	374970000	306750000	427950000	457420000	451500000	489150000	532570000	664360000	344130000	269460000	409310000	333070000
LdBPK_330025600	23014000	0	14929000	24128000	19718000	0	18254000	0	0	13694000	14479000	0	21043000	21332000	16830000	20390000	0	0	0	0	25580000	0	24594000	20420000	26410000	21504000	0	0	0	0	17528000	26756000	18898000	0	21381000	23005000	21608000	24198000	0	16241000	0	0
LdBPK_330025800	0	0	0	0	0	0	0	0	0	38472000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_330025900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14053000	0	0	0
LdBPK_330026000	0	27953000	18280000	27297000	20979000	25891000	40410000	30835000	36926000	28757000	21575000	28634000	0	20832000	0	21124000	34154000	30440000	0	32810000	26710000	0	33131000	26251000	41245000	36387000	48477000	0	30017000	0	0	33117000	14117000	0	0	0	23469000	18697000	0	0	0	0
LdBPK_330026400	24893000	0	25980000	36203000	29829000	21835000	77366000	44282000	42552000	42123000	29674000	0	0	16986000	23540000	47996000	28312000	0	0	0	119860000	48145000	38578000	41419000	39220000	44265000	63619000	0	123230000	52354000	31918000	19868000	26409000	25786000	25264000	0	29030000	22023000	0	0	32605000	0
LdBPK_330026900	24962000	36485000	0	34451000	26224000	0	34136000	0	0	29903000	0	0	0	0	0	0	0	0	0	0	26849000	38538000	34482000	37248000	29381000	36474000	34732000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_330027000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_330027300	0	68374000	83364000	45288000	0	47477000	0	38591000	24966000	25552000	0	0	48337000	0	92689000	24891000	19676000	0	0	0	41736000	0	51209000	42555000	74735000	103270000	33972000	58475000	65784000	51550000	80931000	29478000	113610000	45086000	0	62412000	59524000	56652000	0	46579000	57634000	36347000
LdBPK_330027500	21812000	0	11957000	16159000	13150000	16288000	0	0	6820000	0	12151000	0	0	12028000	17049000	0	0	0	0	0	15787000	14839000	0	0	18226000	0	0	0	0	0	13486000	20703000	0	12577000	0	0	16328000	10919000	9562300	15045000	12183000	17240000
LdBPK_330027600	27594000	47115000	28273000	39798000	49427000	41316000	0	0	0	23415000	25823000	0	28575000	29582000	24020000	23466000	24881000	0	0	0	28536000	34734000	48978000	33970000	25270000	41381000	21900000	26717000	0	0	21231000	26150000	0	26860000	26944000	42053000	32756000	34146000	22161000	30736000	0	33394000
LdBPK_330027800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1747100	0
LdBPK_330028000	0	13935000	0	0	0	0	0	0	0	0	0	0	0	10694000	8680800	8001200	0	6069500	0	4376100	11190000	0	23361000	0	0	0	12123000	0	22351000	0	0	0	16241000	0	0	0	0	0	10089000	0	0	0
LdBPK_330028100	29217000	41402000	29630000	22366000	29325000	31012000	56045000	34458000	27227000	37121000	23373000	0	23637000	0	0	0	13202000	0	0	0	37951000	37706000	47715000	25575000	29487000	31681000	21437000	0	23588000	48453000	24008000	17855000	0	0	22838000	40809000	32409000	24353000	0	0	22765000	18165000
LdBPK_330028200	0	0	0	10541000	0	0	10466000	0	0	0	0	0	0	10775000	14605000	20124000	0	0	0	0	18678000	0	15575000	0	19380000	15236000	0	0	0	0	0	13205000	0	16009000	0	0	0	0	0	0	0	0
LdBPK_330028400	146320000	141320000	105990000	168090000	115830000	144090000	105780000	144640000	125420000	83808000	97905000	123260000	113110000	96275000	96304000	88461000	74708000	66699000	50608000	43484000	181230000	111080000	96033000	143720000	171080000	148720000	93660000	136660000	109420000	119460000	83205000	110670000	80540000	106400000	79450000	109280000	125080000	115980000	72831000	92304000	95349000	84565000
LdBPK_330029700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_330029800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5607400	0	0	0	11230000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_330029900	71879000	96178000	44773000	51956000	55708000	72681000	27791000	93218000	88136000	46095000	74173000	66804000	85459000	83491000	73589000	51990000	64858000	157400000	162310000	71935000	50604000	52752000	36558000	61901000	38454000	55142000	71424000	64523000	37898000	24406000	61737000	66002000	44275000	53177000	49392000	52153000	59908000	71330000	67027000	70715000	51526000	117330000
LdBPK_330030300	0	0	0	0	0	0	0	0	0	66878000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33652000	0	0	0	0	0	0	0	0	0	0
LdBPK_330030400	13104000	0	8706300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_330030500	0	0	0	0	0	0	0	0	0	0	0	5477600	0	0	0	11430000	0	0	0	0	15264000	0	0	5244400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_330030800	47708000	72669000	35359000	74059000	29043000	43987000	22259000	59059000	58763000	32766000	29715000	0	30538000	33687000	26546000	24581000	37672000	0	61947000	39268000	52236000	53330000	52164000	78757000	90920000	49031000	38481000	73505000	57514000	63973000	39262000	51029000	54265000	39335000	44627000	46958000	63756000	48331000	0	29308000	0	25363000
LdBPK_330030900	82681000	95902000	66939000	59506000	65240000	82158000	67377000	72516000	84266000	89498000	49528000	38779000	47425000	48503000	36337000	42979000	61248000	72858000	88128000	80516000	71143000	83837000	77568000	74547000	70607000	61838000	71574000	47541000	68927000	80367000	33414000	38336000	30832000	36565000	55455000	64504000	56504000	56168000	47429000	40062000	38382000	48441000
LdBPK_330031600	0	0	0	0	0	189200000	46114000	111920000	69458000	26985000	18150000	0	26685000	43354000	0	0	120420000	0	145240000	219470000	0	17965000	31896000	0	0	0	0	791450000	208110000	77953000	0	0	32750000	54889000	0	36267000	0	61000000	0	0	59247000	140500000
LdBPK_330031800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8138800	0	0	0	0	0	0	7008700	37533000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LdBPK_330032100	433900000	483330000	614540000	346070000	335160000	549140000	181150000	322970000	239850000	291010000	292780000	397400000	315160000	406990000	427830000	335820000	129020000	238210000	359270000	199780000	899190000	851850000	449420000	741240000	765370000	552330000	611400000	1172800000	605980000	433430000	480830000	218790000	409550000	576080000	355110000	296580000	509610000	418210000	316270000	219840000	732030000	325240000
LdBPK_330032200	0	21778000	0	0	17209000	0	20924000	24631000	32377000	0	0	0	0	0	17121000	0	0	18391000	0	19690000	0	17990000	17472000	0	19387000	17984000	21193000	0	24246000	25231000	20205000	26404000	17407000	0	16801000	18224000	20968000	0	15552000	0	0	0
LdBPK_330032400	105920000	172390000	110200000	174110000	113870000	136790000	93562000	135100000	177520000	108700000	103780000	137300000	113320000	111740000	104950000	74905000	100420000	406960000	160440000	77446000	149670000	144600000	161790000	196780000	188580000	104090000	187710000	647450000	119560000	218690000	101430000	84753000	91771000	162020000	106020000	118530000	172120000	118460000	85762000	122820000	82566000	88545000
LdBPK_330032500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3891600
